edge_idx,causal_score
0,0.9267896
1,0.74762094
2,0.84878844
3,0.9769282
4,0.8865145
5,0.91242933
6,0.86717314
7,0.85756016
8,0.8706077
9,0.8847931
10,0.8931118
11,0.75833595
12,0.79942447
13,0.86420953
14,0.7834318
15,0.47815663
16,0.77925146
17,0.8662523
18,0.82874435
19,0.65644795
20,0.8925746
21,0.86787
22,0.81739277
23,0.64133286
24,0.37723267
25,0.90281147
26,0.7849692
27,0.87823653
28,0.8722931
29,0.5882817
30,0.785661
31,0.4703145
32,0.5773215
33,0.7881038
34,0.7024888
35,0.7913555
36,0.8491243
37,0.6203913
38,0.7323747
39,0.8372642
40,0.92644477
41,0.68995756
42,0.71970206
43,0.6673899
44,0.718371
45,0.6862434
46,0.48895007
47,0.98108053
48,0.8472183
49,1.0
50,0.98960775
51,0.94521546
52,0.86715126
53,1.0
54,0.95816994
55,1.0
56,0.79776394
57,1.0
58,0.74349475
59,0.92971796
60,0.9565689
61,0.9847045
62,0.88613456
63,0.9838567
64,0.990158
65,0.9744176
66,0.98163444
67,0.9704735
68,0.9797978
69,0.9908886
70,0.9636813
71,0.9195767
72,0.8789558
73,0.9967119
74,0.9674718
75,0.98574615
76,0.89572054
77,0.98312914
78,1.0
79,0.92252606
80,0.5603902
81,0.31292382
82,0.58722496
83,0.8862651
84,0.77246076
85,0.7479304
86,0.81169605
87,0.7530176
88,0.9276156
89,0.8903986
90,0.4702044
91,0.9577144
92,0.5517495
93,0.5878742
94,0.78410727
95,1.0
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
101,1.0
102,1.0
103,1.0
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,0.8512514
112,0.83762395
113,0.8338493
114,0.7537958
115,0.71708554
116,0.7602318
117,0.767029
118,0.5552905
119,0.5661337
120,0.87015057
121,0.50092053
122,0.87056077
123,0.5882347
124,0.64415586
125,0.4880516
126,0.7108371
127,0.6607578
128,0.9372354
129,0.9814028
130,0.9178536
131,0.7368934
132,1.0
133,1.0
134,0.9806271
135,0.8558577
136,0.931071
137,0.88713795
138,0.9599339
139,0.86610675
140,0.9075162
141,0.8973395
142,0.94245493
143,0.86421704
144,0.9605732
145,0.8500921
146,0.91799235
147,0.79339635
148,0.55501884
149,0.94541126
150,0.8654293
151,0.81096125
152,0.7029026
153,0.724314
154,0.81895095
155,0.6838207
156,0.40721086
157,0.6519733
158,0.8549559
159,0.65223324
160,0.6630566
161,0.90274775
162,0.94182646
163,0.9082527
164,0.8740395
165,0.8916377
166,0.9547007
167,0.9231
168,0.929197
169,0.88924885
170,0.8956699
171,0.9214429
172,0.9427818
173,0.4004497
174,0.9382905
175,0.8243408
176,0.8386138
177,0.8573624
178,0.9567501
179,0.81821764
180,0.9734736
181,0.9829335
182,0.9051477
183,0.85151404
184,0.76664436
185,0.9860772
186,0.77699196
187,0.9001971
188,0.97197795
189,0.98781484
190,0.93625176
191,0.89863765
192,0.96010274
193,0.6815284
194,0.7451469
195,0.27071345
196,0.56559193
197,0.5527471
198,0.64871806
199,0.5377874
200,0.83552843
201,0.5019669
202,0.28135553
203,0.52709
204,0.4174977
205,0.3969515
206,0.44906288
207,0.6323211
208,0.9597541
209,0.93556005
210,0.98449826
211,1.0
212,1.0
213,0.9784973
214,1.0
215,1.0
216,1.0
217,0.9050163
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,0.9406875
224,0.84462166
225,0.8847605
226,0.9023774
227,0.940513
228,0.66141623
229,0.73978204
230,0.7737098
231,0.85540617
232,0.9012222
233,0.86462605
234,0.92666394
235,0.7688759
236,0.6526397
237,0.7698439
238,0.917788
239,0.2659926
240,0.289344
241,0.5925806
242,0.9119801
243,0.3509594
244,0.8435697
245,0.7195574
246,0.7668253
247,0.6305944
248,0.7356551
249,0.7578302
250,0.77613217
251,0.25075915
252,0.47793537
253,0.76839846
254,0.70401895
255,0.9046274
256,0.821299
257,0.9707802
258,0.88424927
259,0.90768635
260,0.8161779
261,0.93150115
262,0.9607992
263,0.96228564
264,0.93274254
265,0.69617456
266,0.94630414
267,0.96151733
268,0.64312893
269,0.9915882
270,0.9558512
271,0.97424257
272,1.0
273,0.9862981
274,1.0
275,1.0
276,1.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,0.8455472
288,0.74191993
289,0.97063416
290,0.65747947
291,0.83319366
292,0.7603154
293,0.89453846
294,0.8091246
295,0.7174878
296,0.7734778
297,0.90078324
298,0.8689027
299,0.6740406
300,0.8984942
301,0.6688146
302,1.0
303,0.96389
304,0.8229318
305,0.9665272
306,0.97641426
307,0.96712
308,1.0
309,0.9503987
310,0.92487955
311,0.998486
312,0.9784573
313,0.9254614
314,0.91871727
315,0.87304664
316,0.8633133
317,0.96949995
318,0.65950775
319,0.43363342
320,0.7542531
321,0.6511246
322,0.4117204
323,0.7574394
324,0.68575823
325,0.2833286
326,0.55300146
327,0.4434479
328,0.27219862
329,0.4869631
330,0.3412307
331,0.8163745
332,0.426721
333,0.44811758
334,0.30405763
335,0.9933064
336,0.94841695
337,0.93772954
338,0.9890874
339,0.9210474
340,0.98401535
341,0.98904496
342,0.8266219
343,0.77517605
344,0.75770706
345,1.0
346,0.8980626
347,0.8954706
348,0.8204798
349,1.0
350,0.9198145
351,0.65113604
352,0.5277731
353,0.7184794
354,0.84981245
355,0.34118715
356,0.72862935
357,0.8612317
358,0.40795043
359,0.28882056
360,0.7155072
361,0.578023
362,0.7241959
363,0.77974147
364,0.17895898
365,0.42828378
366,0.68524635
367,0.6121919
368,0.79962254
369,0.8625361
370,0.53309923
371,0.37067968
372,0.6109712
373,0.6805488
374,0.4950421
375,0.4612625
376,0.5381978
377,0.70517397
378,0.5398347
379,0.35063246
380,0.39136717
381,0.572407
382,0.7402115
383,0.98289555
384,0.9724894
385,0.99956816
386,1.0
387,0.98731726
388,0.9772713
389,0.9811378
390,0.99888116
391,0.9412773
392,0.99086833
393,0.9837751
394,1.0
395,0.9734001
396,0.99532616
397,0.98120385
398,0.98532516
399,0.99849844
400,0.979646
401,0.9846581
402,1.0
403,0.9138176
404,0.98852956
405,0.9978873
406,0.99361134
407,0.89814305
408,0.95295745
409,0.96249914
410,1.0
411,0.8713754
412,0.99147373
413,0.9556165
414,0.98437345
415,0.92124575
416,0.90563524
417,0.9631124
418,0.6366121
419,0.8103683
420,0.6952973
421,0.34498665
422,0.6528486
423,0.78719056
424,0.44844484
425,0.7043687
426,0.57460165
427,0.8865476
428,0.7532539
429,0.5436167
430,0.41499424
431,0.4885525
432,0.6400243
433,0.97130704
434,0.81879115
435,0.56685716
436,0.86882925
437,0.87588006
438,0.88333654
439,0.80315167
440,0.775674
441,0.8571195
442,0.7407069
443,0.71100944
444,0.9114337
445,0.8465754
446,0.9848646
447,0.97717327
448,0.89052373
449,0.80644166
450,0.9617193
451,0.7571202
452,0.786452
453,0.6720811
454,0.5424531
455,0.46679634
456,0.7968882
457,0.68133694
458,0.57970446
459,0.64088315
460,0.7084681
461,0.53509384
462,0.74345464
463,0.71244633
464,0.30990034
465,0.5655062
466,0.74934554
467,0.5258573
468,0.5455393
469,0.9964217
470,0.9672118
471,0.86337894
472,0.98299986
473,0.84933513
474,0.99336684
475,0.85729825
476,1.0
477,0.99770254
478,0.9935653
479,1.0
480,0.94812906
481,1.0
482,1.0
483,1.0
484,0.957231
485,0.9468235
486,0.977301
487,0.95412576
488,0.9411374
489,0.9171465
490,0.84410346
491,0.9168921
492,0.978345
493,0.89673525
494,0.9407844
495,0.95244443
496,0.8886245
497,0.8585723
498,0.90732384
499,0.9772455
500,0.8983667
501,0.97760063
502,0.8115765
503,0.79908764
504,0.49445242
505,0.8204262
506,0.86194265
507,0.5737191
508,0.8053055
509,0.8490049
510,0.71065
511,0.64270055
512,0.86477757
513,0.93127733
514,0.83727545
515,0.75432825
516,0.9072391
517,0.89416283
518,0.8656197
519,0.5555218
520,0.58929855
521,0.60276777
522,0.60144883
523,0.5070345
524,0.3721497
525,0.6833872
526,0.606857
527,0.42007235
528,0.32509974
529,0.46913445
530,0.2470056
531,0.80274993
532,0.51127887
533,0.34477028
534,0.38865307
535,0.33083624
536,0.49279413
537,0.5189391
538,0.46420366
539,0.26923037
540,0.52449685
541,0.3695935
542,0.38868937
543,0.45973182
544,0.4959355
545,0.74928874
546,0.28779963
547,0.3866983
548,0.6675153
549,0.60035026
550,0.4579839
551,1.0
552,0.9791776
553,1.0
554,0.9792557
555,1.0
556,0.9789805
557,1.0
558,1.0
559,0.97187823
560,0.96542865
561,1.0
562,1.0
563,0.9841285
564,0.9959084
565,1.0
566,0.97483575
567,0.914641
568,0.96250194
569,0.94877225
570,0.99496853
571,0.98509073
572,0.9626039
573,0.9830554
574,0.95982426
575,0.96502596
576,0.9426204
577,0.99357593
578,0.9975491
579,0.9569227
580,0.95990855
581,0.7953179
582,0.9859721
583,0.9840529
584,0.9722853
585,0.98496664
586,1.0
587,1.0
588,0.9804032
589,0.9596783
590,0.9223145
591,0.99388945
592,0.9288148
593,0.98469883
594,0.968
595,0.9752493
596,0.97462237
597,0.6756955
598,0.7283664
599,0.8565942
600,0.6995909
601,0.58671904
602,0.8618803
603,0.8017631
604,0.7893188
605,0.898779
606,0.8481202
607,0.7055599
608,0.86708915
609,0.92140555
610,0.82076454
611,0.9040206
612,0.7995736
613,0.7669792
614,0.90664595
615,0.79161555
616,0.7999155
617,0.81054986
618,0.79544264
619,0.6515509
620,0.5091397
621,0.8476643
622,0.7739117
623,0.5661663
624,0.65418196
625,0.6927841
626,0.8189947
627,0.6462037
628,0.731069
629,0.21214503
630,0.4722917
631,0.7411613
632,0.9593832
633,0.71596986
634,0.7537002
635,0.92822874
636,0.8966351
637,0.85317737
638,0.8173934
639,0.8626622
640,0.92719907
641,0.74576205
642,0.81643504
643,0.8956523
644,0.8307105
645,0.84657866
646,0.93095636
647,0.9127856
648,0.9623689
649,0.8687715
650,0.953457
651,0.8624686
652,0.9749944
653,0.70883644
654,0.6547883
655,0.74856967
656,0.54695547
657,0.9558333
658,0.7856768
659,0.76367116
660,0.8492015
661,0.70224714
662,0.99132437
663,0.69066817
664,0.8752837
665,0.42097452
666,0.37492546
667,0.37185085
668,0.49980855
669,0.37983337
670,0.437522
671,0.55204487
672,0.8405297
673,0.7097537
674,0.3722733
675,0.6413901
676,0.49877745
677,0.31076065
678,0.69990635
679,0.24467473
680,0.9943448
681,1.0
682,1.0
683,1.0
684,1.0
685,1.0
686,1.0
687,0.9820553
688,1.0
689,1.0
690,0.9961268
691,1.0
692,1.0
693,1.0
694,0.9809161
695,0.9011327
696,0.9104762
697,0.9240201
698,0.84430164
699,0.71187836
700,0.9773388
701,0.6469004
702,0.8868644
703,0.9493954
704,0.8911918
705,0.9591019
706,0.9648342
707,0.8013099
708,0.9177188
709,0.97833925
710,0.97199845
711,0.96851575
712,1.0
713,0.94630224
714,1.0
715,0.88910663
716,0.9836396
717,0.9442772
718,0.9305395
719,1.0
720,0.9522912
721,0.98508656
722,1.0
723,0.8865531
724,1.0
725,0.9122021
726,0.99307984
727,0.9989824
728,0.9715067
729,0.7976949
730,0.9331366
731,0.9426416
732,0.98627836
733,0.9709249
734,0.90097934
735,0.9845802
736,0.981046
737,0.98574096
738,0.97957754
739,0.9493873
740,0.9295155
741,0.8159409
742,0.87210673
743,0.9350737
744,1.0
745,0.7948767
746,0.87836623
747,0.9921367
748,1.0
749,0.89551884
750,0.9686497
751,0.946618
752,0.8413039
753,0.93850636
754,0.949051
755,1.0
756,0.92828625
757,0.90081775
758,0.92589194
759,0.64126104
760,0.9276749
761,0.95646507
762,0.9381993
763,0.89572906
764,0.9115902
765,0.8542268
766,0.91408575
767,0.9129837
768,0.9114017
769,0.88701016
770,0.7648033
771,0.5816178
772,0.96823657
773,0.71942616
774,0.9571278
775,0.9519359
776,0.89080447
777,0.720489
778,0.7702776
779,0.9612206
780,0.90127796
781,0.8618504
782,0.71801215
783,0.9057242
784,0.7476422
785,0.64283913
786,0.8473173
787,0.8348323
788,0.91744226
789,0.82788664
790,0.8567178
791,0.91600484
792,0.9948086
793,0.8219034
794,0.967024
795,0.9055581
796,0.97765607
797,0.9755038
798,1.0
799,1.0
800,1.0
801,0.94752747
802,0.9719235
803,0.97376937
804,1.0
805,0.994368
806,0.8007659
807,0.8351031
808,0.4932129
809,0.3223178
810,0.4393412
811,0.88313246
812,0.7797023
813,0.93083894
814,0.77320755
815,0.8831144
816,0.75772274
817,0.9678283
818,0.7993395
819,0.9191069
820,0.83677316
821,0.89070433
822,0.94195926
823,0.90557104
824,0.80351937
825,0.7440278
826,0.9319595
827,0.64041615
828,0.91405416
829,0.4160956
830,0.30737165
831,0.9466131
832,0.7630786
833,0.39659572
834,0.9404411
835,0.8829867
836,0.8443795
837,0.8677528
838,0.89562696
839,0.88791704
840,0.81779367
841,0.7592506
842,0.7919622
843,0.8625457
844,0.9407943
845,0.9222588
846,0.95772123
847,0.96812314
848,0.92921287
849,0.9764746
850,0.95860445
851,0.9491211
852,0.9517982
853,0.97898185
854,0.9457693
855,0.9616426
856,1.0
857,0.9795755
858,1.0
859,0.9998557
860,1.0
861,1.0
862,0.98756206
863,0.99337554
864,0.9733689
865,0.69638395
866,0.9884562
867,0.9716332
868,1.0
869,1.0
870,1.0
871,0.99576473
872,0.90617293
873,0.868741
874,0.8113892
875,0.8628373
876,0.97761303
877,0.9943055
878,0.99994284
879,0.94722307
880,1.0
881,1.0
882,0.99637014
883,0.91675454
884,0.98249656
885,0.92087275
886,0.9752523
887,0.9479029
888,0.88662094
889,0.7726129
890,0.96791345
891,0.81086755
892,0.7147565
893,0.6756623
894,0.77647054
895,0.50905985
896,0.8715303
897,0.88042426
898,0.5879702
899,0.98155314
900,0.35367066
901,0.9483127
902,0.71464825
903,0.8601951
904,0.8788009
905,0.9825996
906,1.0
907,0.99090195
908,0.9847418
909,0.9208009
910,0.9188359
911,1.0
912,0.8656462
913,0.9518321
914,0.82019866
915,0.9834963
916,0.9457817
917,0.854437
918,0.9068306
919,0.97149515
920,0.89218426
921,0.86077577
922,0.9120764
923,0.7941938
924,0.9520156
925,0.926264
926,0.93815225
927,0.8082548
928,0.9749744
929,0.88512784
930,0.68399906
931,0.95230716
932,0.9491792
933,0.8738318
934,0.55754244
935,0.5251955
936,0.26463017
937,0.6778982
938,0.27507526
939,0.79021007
940,0.42649445
941,0.3369682
942,0.629067
943,0.7712286
944,0.45101455
945,0.7595116
946,0.41369668
947,0.24964036
948,0.57301986
949,0.3168896
950,0.47358316
951,0.37086308
952,0.2136405
953,0.12167904
954,0.07151011
955,0.22744574
956,0.15032099
957,0.23241918
958,0.15180637
959,0.1193026
960,0.066807844
961,0.2530607
962,0.23154368
963,0.17818847
964,0.15757023
965,0.35930052
966,0.97890925
967,1.0
968,1.0
969,0.7757646
970,1.0
971,0.9316876
972,0.98660654
973,1.0
974,0.94551015
975,0.9565498
976,1.0
977,1.0
978,0.99698156
979,1.0
980,1.0
981,0.347235
982,0.36608228
983,0.26825908
984,0.6104008
985,0.3367395
986,0.6415055
987,0.3309788
988,0.38659388
989,0.568805
990,0.29836446
991,0.26190597
992,0.5979511
993,0.6549116
994,0.1820999
995,0.35059655
996,0.2184978
997,0.2937598
998,0.6179953
999,0.40491045
1000,0.90715563
1001,0.9537778
1002,0.88398385
1003,0.85107243
1004,0.9188269
1005,0.96255183
1006,0.92524374
1007,0.9065609
1008,0.81296307
1009,0.89742595
1010,0.83451855
1011,0.84208786
1012,0.7666715
1013,0.75738496
1014,0.90938246
1015,0.91186243
1016,0.5727748
1017,0.9324651
1018,0.872826
1019,0.9438209
1020,0.91510814
1021,0.9280916
1022,0.9064076
1023,0.84737813
1024,0.86183643
1025,0.95354474
1026,0.8670151
1027,0.75792044
1028,0.82905823
1029,0.9341703
1030,0.88816357
1031,0.91228867
1032,0.9486687
1033,0.96881473
1034,0.5809278
1035,0.8286011
1036,0.6529959
1037,0.7549109
1038,0.86533815
1039,0.779657
1040,0.8965529
1041,0.85018784
1042,0.9000872
1043,0.9450707
1044,0.7414287
1045,0.9114493
1046,0.8919592
1047,0.8605019
1048,0.9309843
1049,0.9848973
1050,0.97451943
1051,0.9148911
1052,1.0
1053,0.99882096
1054,0.9500742
1055,0.9675838
1056,0.958956
1057,0.95235485
1058,0.9870883
1059,0.96392816
1060,0.95517516
1061,1.0
1062,0.93440205
1063,0.9613009
1064,0.965608
1065,0.9968426
1066,1.0
1067,0.96502745
1068,1.0
1069,1.0
1070,0.9951966
1071,0.9885473
1072,1.0
1073,1.0
1074,0.9656844
1075,1.0
1076,0.981203
1077,0.96389014
1078,1.0
1079,0.9933499
1080,1.0
1081,1.0
1082,1.0
1083,1.0
1084,0.9408334
1085,1.0
1086,0.9983733
1087,0.9776798
1088,0.99789035
1089,0.9965426
1090,0.7373016
1091,0.98340327
1092,1.0
1093,0.97600955
1094,0.9810875
1095,0.97937924
1096,1.0
1097,0.9791226
1098,0.8407508
1099,0.9887381
1100,0.9879766
1101,0.96305454
1102,0.9824315
1103,0.95479524
1104,0.9649983
1105,0.9904524
1106,0.9605523
1107,0.9387961
1108,1.0
1109,0.9887537
1110,0.5638579
1111,0.5610544
1112,0.821703
1113,0.58779275
1114,0.8103069
1115,0.36342913
1116,0.68185836
1117,0.38839838
1118,0.7300747
1119,0.3355447
1120,0.6876339
1121,0.7639101
1122,0.43122017
1123,0.62799186
1124,0.5614809
1125,0.8511486
1126,0.3496808
1127,0.7201027
1128,0.67984885
1129,0.9381721
1130,0.7705919
1131,0.82900846
1132,0.78384626
1133,0.8802538
1134,0.78653055
1135,0.7080066
1136,0.8285941
1137,0.84175354
1138,0.5860519
1139,0.8484485
1140,0.9998954
1141,1.0
1142,1.0
1143,1.0
1144,1.0
1145,0.997762
1146,1.0
1147,1.0
1148,1.0
1149,1.0
1150,0.9981083
1151,1.0
1152,1.0
1153,1.0
1154,1.0
1155,0.98593134
1156,0.980246
1157,0.77585346
1158,0.97281986
1159,0.98285794
1160,1.0
1161,0.8973683
1162,0.90919024
1163,0.9760939
1164,0.8788919
1165,0.9720462
1166,0.9898577
1167,0.95737123
1168,0.9085996
1169,0.98404723
1170,0.97612756
1171,0.9573626
1172,0.9822891
1173,0.94878584
1174,0.98110926
1175,0.93351
1176,0.98424476
1177,0.97823447
1178,0.8705281
1179,0.93087035
1180,0.79643303
1181,0.88479114
1182,0.9267547
1183,0.93079895
1184,0.82757354
1185,1.0
1186,0.98184365
1187,0.9947431
1188,1.0
1189,1.0
1190,1.0
1191,0.9908803
1192,0.95973146
1193,1.0
1194,0.95514053
1195,0.9168272
1196,0.9636885
1197,1.0
1198,0.9842011
1199,1.0
1200,0.9008445
1201,0.98033404
1202,0.932801
