edge_idx,causal_score
462,0.713224
463,0.72262174
464,0.78082305
465,0.4967436
466,0.60356444
467,1.0
468,0.62573713
469,0.9986647
470,0.44700652
471,0.80925393
472,0.699261
473,0.46990916
474,0.52633685
475,0.6408404
476,0.7096306
477,0.29505107
478,0.37987444
479,0.47023186
480,0.42250615
481,0.9603574
482,0.83562034
483,0.31171623
484,0.43926117
485,0.42127723
486,0.6791403
487,0.30566826
488,0.79081553
489,0.26680526
490,0.25021827
491,0.17849433
492,0.24235901
493,0.18056703
494,0.40842763
495,0.20147552
496,0.22631669
497,0.2523808
498,0.19214042
499,0.21674706
500,0.14949955
501,0.17150779
502,0.12688595
503,0.17503689
504,0.058249407
505,0.098949425
506,0.05019981
507,0.077981375
508,0.06564842
509,0.1256226
510,0.116906814
511,0.05902632
512,0.055000786
513,0.057944756
514,0.076055095
515,0.072739884
516,0.11636645
517,0.13122046
518,0.13100728
519,0.0934793
520,0.040117957
521,0.27175453
522,0.5390996
523,0.57097363
524,0.34316877
525,0.4885149
526,0.38971236
527,0.95242226
528,1.0
529,0.49789143
530,0.40017155
531,0.97623986
532,0.429887
533,0.35972685
534,0.37597734
535,0.58214647
536,0.6840594
537,0.52259606
538,0.7051145
539,0.37230784
540,1.0
541,1.0
542,0.30366558
543,0.42228666
544,0.8811915
545,0.49781564
546,0.6746539
547,0.27229342
548,0.7764908
549,0.93341315
550,0.80585
551,0.59711164
552,1.0
553,0.4797297
554,0.62697005
555,0.5580858
556,0.503734
557,1.0
558,0.47796124
559,0.850905
560,0.44304878
561,0.9322966
562,0.9151433
563,0.43958035
564,0.6828037
565,0.32995057
566,1.0
567,0.55996776
568,0.33387765
569,0.41114572
570,1.0
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,1.0
578,1.0
579,1.0
580,1.0
581,1.0
582,0.9573015
583,1.0
584,1.0
585,1.0
586,1.0
587,0.4783849
588,0.58160913
589,0.4809481
590,0.287251
591,1.0
592,0.44741246
593,0.36396214
594,1.0
595,0.5714563
596,0.5179597
597,0.3564497
598,0.43027502
599,0.737428
600,0.36173907
601,0.5092577
602,0.13467962
603,0.1264225
604,0.18641703
605,0.15264165
606,0.34173214
607,0.1807077
608,0.27230936
609,0.13272801
610,0.28885767
611,0.27230665
612,0.21497893
613,0.2987983
614,0.19125713
615,0.1528581
616,0.17478542
617,1.0
618,1.0
619,0.9934462
620,1.0
621,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,0.87542826
627,1.0
628,1.0
629,1.0
630,1.0
631,0.8849593
632,0.33992803
633,0.30778286
634,0.58695275
635,0.4713451
636,0.54182833
637,0.35869768
638,0.43582487
639,0.45440826
640,0.50033855
641,0.26320294
642,0.7182702
643,0.49207625
644,0.6461329
645,1.0
646,0.6828035
647,0.902704
648,0.9200219
649,0.6505952
650,1.0
651,0.7983565
652,1.0
653,1.0
654,1.0
655,0.7417495
656,0.7462992
657,0.7002808
658,1.0
659,0.45237422
660,0.7113927
661,0.8401144
662,0.1537139
663,0.040482845
664,0.05447524
665,0.101563126
666,0.057687562
667,0.11741766
668,0.17402257
669,0.07263082
670,0.2904209
671,0.029116929
672,0.19822012
673,0.1771539
674,0.4257755
675,0.12281396
676,0.33224112
677,0.04569077
678,0.056885272
679,0.090112686
680,0.05316004
681,0.04767834
682,0.07728391
683,0.057032563
684,0.07961355
685,0.082242504
686,0.10897332
687,0.09137057
688,0.056609165
689,0.09533504
690,0.09458025
691,0.12350121
692,0.27318275
693,0.34839776
694,0.22369784
695,0.18479046
696,0.22910942
697,0.1334143
698,0.32271397
699,0.22880344
700,0.33463475
701,0.1942083
702,0.21483812
703,0.19461113
704,0.17020169
705,0.2542955
706,0.15924464
707,0.23525749
708,0.1616743
709,0.21719195
710,0.30510896
711,0.76201534
712,0.6693408
713,0.47102967
714,0.3058156
715,0.35730785
716,0.33259937
717,0.35049522
718,0.445834
719,0.36510652
720,0.42868814
721,0.65565705
722,0.5273712
723,0.91474336
724,0.6692685
725,0.30791935
726,0.18024568
727,0.08879817
728,0.09292642
729,0.27956876
730,0.09762453
731,0.13042897
732,0.120555915
733,0.20840535
734,0.31636736
735,0.26121995
736,0.14042358
737,0.118951984
738,0.13315701
739,0.20583262
740,0.12518196
741,0.5224429
742,0.13339594
743,0.5010807
744,0.8374826
745,0.18427742
746,0.53983927
747,0.26568282
748,0.8606029
749,0.4822174
750,0.7762204
751,0.58944726
752,0.7008693
753,0.5943214
754,0.7010612
755,0.29499766
756,0.4799421
757,0.2982582
758,0.324111
759,0.34560475
760,0.4814988
761,0.38609713
762,0.23252317
763,0.51403695
764,0.49349752
765,0.25194955
766,0.29447812
767,0.25137207
768,0.5104908
769,0.2654153
770,0.34289554
771,0.27284545
772,0.14577636
773,0.0984766
774,0.12884097
775,0.062112797
776,0.09725324
777,0.18716995
778,0.0912578
779,0.16945449
780,0.070544176
781,0.13545218
782,0.13518207
783,0.100448966
784,0.10106583
785,0.12982142
786,0.2362873
787,0.123594716
